Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
5,StockLevel,1766848876.341652,5356,2,1
1,NewOrder,1766848876.347058,50473,2,1
1,NewOrder,1766848876.365399,25836,1,1
1,NewOrder,1766848876.374211,27143,0,1
1,NewOrder,1766848876.377289,46233,3,1
1,NewOrder,1766848876.391286,35323,1,1
1,NewOrder,1766848876.397583,34143,2,1
3,OrderStatus,1766848876.401408,5412,0,1
1,NewOrder,1766848876.406861,32729,0,1
2,Payment,1766848876.423576,11880,3,1
2,Payment,1766848876.426640,12010,1,1
1,NewOrder,1766848876.431776,35597,2,1
2,Payment,1766848876.435509,14040,3,1
1,NewOrder,1766848876.438688,43858,1,1
1,NewOrder,1766848876.439632,33363,0,1
1,NewOrder,1766848876.449604,28727,3,1
1,NewOrder,1766848876.467585,39040,2,1
1,NewOrder,1766848876.473054,19984,0,1
1,NewOrder,1766848876.478483,54738,3,1
2,Payment,1766848876.482602,16706,1,1
2,Payment,1766848876.493101,33752,0,1
1,NewOrder,1766848876.499354,45755,1,1
1,NewOrder,1766848876.506693,49463,2,1
2,Payment,1766848876.526902,13642,0,1
2,Payment,1766848876.533273,20666,3,1
1,NewOrder,1766848876.540601,37000,0,1
1,NewOrder,1766848876.545168,56302,1,1
1,NewOrder,1766848876.553993,52840,3,1
2,Payment,1766848876.556197,16969,2,1
1,NewOrder,1766848876.573221,55252,2,1
1,NewOrder,1766848876.577658,44939,0,1
2,Payment,1766848876.601516,14664,1,1
3,OrderStatus,1766848876.606872,6424,3,1
1,NewOrder,1766848876.613343,73232,3,1
1,NewOrder,1766848876.616234,52768,1,1
2,Payment,1766848876.622660,16029,0,1
1,NewOrder,1766848876.628519,53892,2,1
1,NewOrder,1766848876.638737,48147,0,1
2,Payment,1766848876.669050,21868,1,1
2,Payment,1766848876.682516,17174,2,1
2,Payment,1766848876.686652,19326,3,1
2,Payment,1766848876.686917,18329,0,1
1,NewOrder,1766848876.690986,65327,1,1
2,Payment,1766848876.699772,17074,2,1
1,NewOrder,1766848876.705301,42188,0,1
2,Payment,1766848876.706013,26667,3,1
1,NewOrder,1766848876.716963,25687,2,1
1,NewOrder,1766848876.732726,32097,3,1
2,Payment,1766848876.742699,30778,2,1
4,Delivery,1766848876.747540,84297,0,1
1,NewOrder,1766848876.756366,65712,1,1
2,Payment,1766848876.764869,28363,3,1
1,NewOrder,1766848876.773520,48593,2,1
3,OrderStatus,1766848876.793280,11114,3,1
2,Payment,1766848876.804437,21318,3,1
4,Delivery,1766848876.822130,101137,1,1
2,Payment,1766848876.822155,8462,2,1
2,Payment,1766848876.825845,9344,3,1
1,NewOrder,1766848876.830708,60503,2,1
1,NewOrder,1766848876.831873,31217,0,1
1,NewOrder,1766848876.835236,52976,3,1
2,Payment,1766848876.863145,16352,0,1
2,Payment,1766848876.879562,13945,0,1
2,Payment,1766848876.888254,20847,3,1
4,Delivery,1766848876.891247,127349,2,1
1,NewOrder,1766848876.893543,39918,0,1
2,Payment,1766848876.909147,17857,3,1
1,NewOrder,1766848876.923349,74158,1,1
2,Payment,1766848876.927083,15442,3,1
1,NewOrder,1766848876.933514,54763,0,1
1,NewOrder,1766848876.942576,64631,3,1
1,NewOrder,1766848876.988328,46317,0,1
4,Delivery,1766848876.997556,84515,1,1
1,NewOrder,1766848877.007259,49313,3,1
2,Payment,1766848877.018637,12993,2,1
3,OrderStatus,1766848877.031731,4557,2,1
1,NewOrder,1766848877.034683,37455,0,1
2,Payment,1766848877.036321,11087,2,1
1,NewOrder,1766848877.047478,40181,2,1
2,Payment,1766848877.056626,12150,3,1
1,NewOrder,1766848877.068821,32734,3,1
5,StockLevel,1766848877.072252,5043,0,1
2,Payment,1766848877.077363,11418,0,1
3,OrderStatus,1766848877.082109,5063,1,1
1,NewOrder,1766848877.087206,47450,1,1
2,Payment,1766848877.087688,10125,2,1
3,OrderStatus,1766848877.088799,7525,0,1
2,Payment,1766848877.096370,12390,0,1
1,NewOrder,1766848877.097849,27162,2,1
2,Payment,1766848877.101593,16618,3,1
2,Payment,1766848877.108802,14241,0,1
3,OrderStatus,1766848877.118251,3326,3,1
4,Delivery,1766848877.121606,102155,3,1
2,Payment,1766848877.123063,17040,0,1
1,NewOrder,1766848877.125048,32545,2,1
2,Payment,1766848877.134699,15929,1,1
2,Payment,1766848877.140147,10954,0,1
2,Payment,1766848877.150674,11871,1,1
4,Delivery,1766848877.151152,78463,0,1
1,NewOrder,1766848877.157640,50023,2,1
4,Delivery,1766848877.162590,90713,1,1
1,NewOrder,1766848877.207707,37733,2,1
1,NewOrder,1766848877.223804,26409,3,1
1,NewOrder,1766848877.229668,44658,0,1
1,NewOrder,1766848877.245481,30891,2,1
2,Payment,1766848877.250273,17463,3,1
2,Payment,1766848877.253372,16220,1,1
5,StockLevel,1766848877.267786,4013,3,1
1,NewOrder,1766848877.269626,46314,1,1
1,NewOrder,1766848877.271840,28118,3,1
1,NewOrder,1766848877.274352,37408,0,1
1,NewOrder,1766848877.276391,29158,2,1
3,OrderStatus,1766848877.300013,3908,3,1
1,NewOrder,1766848877.303984,42212,3,1
3,OrderStatus,1766848877.305590,6012,2,1
2,Payment,1766848877.311640,13018,2,1
2,Payment,1766848877.311804,10546,0,1
2,Payment,1766848877.315993,12068,1,1
2,Payment,1766848877.322395,17149,0,1
2,Payment,1766848877.325248,16481,2,1
2,Payment,1766848877.328104,17927,1,1
1,NewOrder,1766848877.339889,36094,0,1
1,NewOrder,1766848877.341768,54684,2,1
1,NewOrder,1766848877.346124,71989,1,1
2,Payment,1766848877.346212,9360,3,1
2,Payment,1766848877.355625,28558,3,1
1,NewOrder,1766848877.376042,52532,0,1
4,Delivery,1766848877.384249,136439,3,1
2,Payment,1766848877.396501,19726,2,1
1,NewOrder,1766848877.416267,32309,2,1
2,Payment,1766848877.418144,25151,1,1
2,Payment,1766848877.428635,17422,0,1
1,NewOrder,1766848877.443335,51089,1,1
2,Payment,1766848877.446095,10590,0,1
2,Payment,1766848877.448624,19797,2,1
1,NewOrder,1766848877.456739,57720,0,1
1,NewOrder,1766848877.468465,18692,2,1
2,Payment,1766848877.487200,13351,2,1
2,Payment,1766848877.494474,18077,1,1
2,Payment,1766848877.500610,16868,2,1
4,Delivery,1766848877.512633,108603,1,1
2,Payment,1766848877.514487,20053,0,1
2,Payment,1766848877.517529,16073,2,1
1,NewOrder,1766848877.520731,48741,3,1
1,NewOrder,1766848877.533653,47587,2,1
2,Payment,1766848877.534557,30363,0,1
2,Payment,1766848877.564994,15896,0,1
1,NewOrder,1766848877.569520,30380,3,1
4,Delivery,1766848877.580937,72924,0,1
2,Payment,1766848877.581253,17749,2,1
2,Payment,1766848877.599042,19148,2,1
1,NewOrder,1766848877.599956,25292,3,1
2,Payment,1766848877.618235,12361,2,1
1,NewOrder,1766848877.621281,35974,1,1
1,NewOrder,1766848877.625297,25136,3,1
5,StockLevel,1766848877.630875,3805,2,1
2,Payment,1766848877.634718,12001,2,1
1,NewOrder,1766848877.646773,22328,2,1
2,Payment,1766848877.650476,14141,3,1
1,NewOrder,1766848877.653903,32994,0,1
2,Payment,1766848877.657300,20722,1,1
2,Payment,1766848877.664665,15884,3,1
2,Payment,1766848877.669151,14820,2,1
2,Payment,1766848877.678073,12148,1,1
1,NewOrder,1766848877.680637,49237,3,1
2,Payment,1766848877.684021,12998,2,1
2,Payment,1766848877.686952,17460,0,1
1,NewOrder,1766848877.690294,80813,1,1
2,Payment,1766848877.697062,18937,2,1
1,NewOrder,1766848877.704458,26442,0,1
2,Payment,1766848877.716056,20182,2,1
2,Payment,1766848877.729938,34372,3,1
2,Payment,1766848877.730962,21299,0,1
1,NewOrder,1766848877.736279,94773,2,1
2,Payment,1766848877.752313,21802,0,1
2,Payment,1766848877.764361,27509,3,1
2,Payment,1766848877.771636,29669,1,1
4,Delivery,1766848877.774174,122604,0,1
1,NewOrder,1766848877.791916,49277,3,1
2,Payment,1766848877.801353,16042,1,1
2,Payment,1766848877.817444,29699,1,1
1,NewOrder,1766848877.834368,57952,2,1
1,NewOrder,1766848877.841251,87221,3,1
2,Payment,1766848877.847198,23504,1,1
2,Payment,1766848877.870754,16561,1,1
2,Payment,1766848877.887358,26840,1,1
1,NewOrder,1766848877.892419,53376,2,1
2,Payment,1766848877.896835,22332,0,1
1,NewOrder,1766848877.914246,33503,1,1
1,NewOrder,1766848877.919230,53395,0,1
2,Payment,1766848877.928516,15729,3,1
2,Payment,1766848877.944298,28062,3,1
2,Payment,1766848877.945840,17533,2,1
1,NewOrder,1766848877.947789,57398,1,1
2,Payment,1766848877.963440,13676,2,1
1,NewOrder,1766848877.972413,102402,3,1
1,NewOrder,1766848877.972668,53839,0,1
1,NewOrder,1766848877.977162,62431,2,1
2,Payment,1766848878.005245,34595,1,1
1,NewOrder,1766848878.026548,65535,0,1
2,Payment,1766848878.039650,34152,2,1
2,Payment,1766848878.039894,20311,1,1
4,Delivery,1766848878.060256,158900,1,1
2,Payment,1766848878.073854,22395,2,1
2,Payment,1766848878.074859,25548,3,1
2,Payment,1766848878.092142,12560,0,1
2,Payment,1766848878.096311,15889,2,1
1,NewOrder,1766848878.100466,30431,3,1
2,Payment,1766848878.104777,15891,0,1
2,Payment,1766848878.112244,14868,2,1
2,Payment,1766848878.120730,15131,0,1
2,Payment,1766848878.127161,12410,2,1
1,NewOrder,1766848878.131104,80293,3,1
1,NewOrder,1766848878.135936,71923,0,1
1,NewOrder,1766848878.139617,79281,2,1
1,NewOrder,1766848878.207906,183513,0,1
2,Payment,1766848878.211451,96979,3,1
1,NewOrder,1766848878.218952,170301,2,1
4,Delivery,1766848878.219185,174294,1,1
2,Payment,1766848878.308484,84995,3,1
2,Payment,1766848878.389295,15476,2,1
2,Payment,1766848878.391468,15035,0,1
1,NewOrder,1766848878.393536,37851,3,1
1,NewOrder,1766848878.393536,46466,1,1
2,Payment,1766848878.404863,10249,2,1
5,StockLevel,1766848878.406548,4271,0,1
3,OrderStatus,1766848878.410857,7105,0,1
2,Payment,1766848878.415146,10879,2,1
1,NewOrder,1766848878.417999,32024,0,1
2,Payment,1766848878.426068,8941,2,1
1,NewOrder,1766848878.431425,30321,3,1
2,Payment,1766848878.435065,12527,2,1
2,Payment,1766848878.440052,12896,1,1
2,Payment,1766848878.447632,11190,2,1
2,Payment,1766848878.450074,11327,0,1
2,Payment,1766848878.452993,14000,1,1
2,Payment,1766848878.458858,13755,2,1
2,Payment,1766848878.461445,8874,0,1
2,Payment,1766848878.461760,9927,3,1
2,Payment,1766848878.467381,8335,1,1
1,NewOrder,1766848878.470360,46613,0,1
1,NewOrder,1766848878.471724,21262,3,1
2,Payment,1766848878.472631,10204,2,1
1,NewOrder,1766848878.475766,33124,1,1
1,NewOrder,1766848878.482874,22900,2,1
2,Payment,1766848878.493033,12683,3,1
1,NewOrder,1766848878.505779,22474,3,1
1,NewOrder,1766848878.505815,25541,2,1
4,Delivery,1766848878.508944,73593,1,1
1,NewOrder,1766848878.517064,28436,0,1
2,Payment,1766848878.528396,13508,3,1
5,StockLevel,1766848878.531384,3554,2,1
1,NewOrder,1766848878.534977,23680,2,1
5,StockLevel,1766848878.541977,4852,3,1
2,Payment,1766848878.545566,11285,0,1
1,NewOrder,1766848878.546849,37433,3,1
4,Delivery,1766848878.557000,118515,0,1
1,NewOrder,1766848878.558670,22237,2,1
1,NewOrder,1766848878.580948,50213,2,1
5,StockLevel,1766848878.582558,3734,1,1
2,Payment,1766848878.584305,25645,3,1
2,Payment,1766848878.586319,25293,1,1
1,NewOrder,1766848878.609971,71750,3,1
1,NewOrder,1766848878.611629,71456,1,1
1,NewOrder,1766848878.631204,67594,2,1
1,NewOrder,1766848878.675544,61150,0,1
2,Payment,1766848878.681766,24362,3,1
5,StockLevel,1766848878.683112,6482,1,1
2,Payment,1766848878.689620,17703,1,1
2,Payment,1766848878.698827,16636,2,1
2,Payment,1766848878.706163,21336,3,1
5,StockLevel,1766848878.707349,5000,1,1
5,StockLevel,1766848878.712378,8944,1,1
1,NewOrder,1766848878.715489,38447,2,1
1,NewOrder,1766848878.721346,41089,1,1
4,Delivery,1766848878.727529,76024,3,1
2,Payment,1766848878.736726,11498,0,1
2,Payment,1766848878.748649,11573,0,1
1,NewOrder,1766848878.753965,24724,2,1
1,NewOrder,1766848878.760245,26585,0,1
1,NewOrder,1766848878.762461,37032,1,1
2,Payment,1766848878.778715,11225,2,1
2,Payment,1766848878.786865,10074,0,1
1,NewOrder,1766848878.789969,33114,2,1
2,Payment,1766848878.796962,10536,0,1
1,NewOrder,1766848878.799515,40156,1,1
4,Delivery,1766848878.803575,81237,3,1
2,Payment,1766848878.807519,11279,0,1
4,Delivery,1766848878.818837,80375,0,1
1,NewOrder,1766848878.823114,25407,2,1
1,NewOrder,1766848878.839699,31104,1,1
2,Payment,1766848878.848556,15885,2,1
1,NewOrder,1766848878.864463,36583,2,1
2,Payment,1766848878.870883,16078,1,1
2,Payment,1766848878.884836,11119,3,1
1,NewOrder,1766848878.886982,23825,1,1
1,NewOrder,1766848878.895982,38733,3,1
1,NewOrder,1766848878.899242,29749,0,1
1,NewOrder,1766848878.901074,25099,2,1
3,OrderStatus,1766848878.910841,4110,1,1
2,Payment,1766848878.914984,13998,1,1
1,NewOrder,1766848878.926205,24119,2,1
5,StockLevel,1766848878.929019,2669,0,1
2,Payment,1766848878.929037,11335,1,1
2,Payment,1766848878.931711,12204,0,1
2,Payment,1766848878.934758,11785,3,1
2,Payment,1766848878.940417,18577,1,1
2,Payment,1766848878.943957,20907,0,1
2,Payment,1766848878.946577,21288,3,1
1,NewOrder,1766848878.950369,41092,2,1
2,Payment,1766848878.959022,13159,1,1
1,NewOrder,1766848878.964892,32690,0,1
2,Payment,1766848878.967891,16906,3,1
1,NewOrder,1766848878.972215,36044,1,1
1,NewOrder,1766848878.984830,25783,3,1
1,NewOrder,1766848878.991490,21868,2,1
5,StockLevel,1766848878.997611,3680,0,1
2,Payment,1766848879.001313,14630,0,1
1,NewOrder,1766848879.008288,22154,1,1
1,NewOrder,1766848879.010638,22554,3,1
4,Delivery,1766848879.013386,69417,2,1
3,OrderStatus,1766848879.015955,3318,0,1
1,NewOrder,1766848879.019296,19886,0,1
2,Payment,1766848879.030468,11588,1,1
1,NewOrder,1766848879.033215,33484,3,1
3,OrderStatus,1766848879.039227,3433,0,1
2,Payment,1766848879.042090,15329,1,1
3,OrderStatus,1766848879.042677,3054,0,1
3,OrderStatus,1766848879.045763,5830,0,1
1,NewOrder,1766848879.051722,43129,0,1
1,NewOrder,1766848879.057476,45205,1,1
1,NewOrder,1766848879.066726,50049,3,1
1,NewOrder,1766848879.082836,28037,2,1
2,Payment,1766848879.094884,12032,0,1
2,Payment,1766848879.102706,16386,1,1
2,Payment,1766848879.106973,16925,0,1
1,NewOrder,1766848879.110898,39718,2,1
2,Payment,1766848879.116802,9971,3,1
2,Payment,1766848879.119111,11830,1,1
1,NewOrder,1766848879.123936,31912,0,1
2,Payment,1766848879.126795,10925,3,1
1,NewOrder,1766848879.130971,43418,1,1
1,NewOrder,1766848879.137758,30849,3,1
2,Payment,1766848879.150647,14169,2,1
2,Payment,1766848879.155877,12170,0,1
1,NewOrder,1766848879.164843,39468,2,1
1,NewOrder,1766848879.168076,35881,0,1
5,StockLevel,1766848879.168617,3554,3,1
2,Payment,1766848879.172194,12534,3,1
2,Payment,1766848879.174418,13043,1,1
2,Payment,1766848879.184760,12345,3,1
2,Payment,1766848879.187498,13174,1,1
1,NewOrder,1766848879.197135,38389,3,1
4,Delivery,1766848879.200700,111938,1,1
1,NewOrder,1766848879.203998,52679,0,1
3,OrderStatus,1766848879.204322,6281,2,1
2,Payment,1766848879.210633,18612,2,1
2,Payment,1766848879.229268,15356,2,1
2,Payment,1766848879.235550,23747,3,1
1,NewOrder,1766848879.244651,43441,2,1
2,Payment,1766848879.256706,15249,0,1
1,NewOrder,1766848879.259338,53261,3,1
2,Payment,1766848879.272003,16153,0,1
1,NewOrder,1766848879.288123,32536,2,1
1,NewOrder,1766848879.288181,47111,0,1
2,Payment,1766848879.312632,26441,3,1
1,NewOrder,1766848879.312660,26604,1,1
2,Payment,1766848879.320688,14938,2,1
2,Payment,1766848879.335320,14183,0,1
2,Payment,1766848879.335637,13784,2,1
2,Payment,1766848879.339115,18967,3,1
2,Payment,1766848879.339285,14406,1,1
2,Payment,1766848879.349467,12472,2,1
2,Payment,1766848879.349535,18594,0,1
2,Payment,1766848879.353718,17959,1,1
1,NewOrder,1766848879.358113,52781,3,1
1,NewOrder,1766848879.361969,29005,2,1
1,NewOrder,1766848879.368165,35938,0,1
1,NewOrder,1766848879.371707,44568,1,1
2,Payment,1766848879.391004,16555,2,1
2,Payment,1766848879.404134,15920,0,1
1,NewOrder,1766848879.407598,33613,2,1
1,NewOrder,1766848879.410908,31728,3,1
2,Payment,1766848879.416299,17679,1,1
2,Payment,1766848879.420080,17560,0,1
2,Payment,1766848879.434001,13897,1,1
1,NewOrder,1766848879.437785,58495,0,1
1,NewOrder,1766848879.441235,26776,2,1
1,NewOrder,1766848879.442664,49866,3,1
2,Payment,1766848879.447943,13531,1,1
2,Payment,1766848879.461500,15833,1,1
2,Payment,1766848879.468038,14606,2,1
3,OrderStatus,1766848879.477362,5619,1,1
2,Payment,1766848879.482679,17664,2,1
2,Payment,1766848879.483003,17424,1,1
3,OrderStatus,1766848879.492604,3049,3,1
1,NewOrder,1766848879.495673,62826,3,1
2,Payment,1766848879.496291,16528,0,1
1,NewOrder,1766848879.500362,44181,2,1
1,NewOrder,1766848879.500457,63501,1,1
2,Payment,1766848879.512867,17202,0,1
2,Payment,1766848879.530097,14211,0,1
1,NewOrder,1766848879.544339,49989,0,1
5,StockLevel,1766848879.544568,4463,2,1
2,Payment,1766848879.549067,20928,2,1
1,NewOrder,1766848879.558529,45633,3,1
2,Payment,1766848879.563980,13716,1,1
1,NewOrder,1766848879.570026,63075,2,1
2,Payment,1766848879.577721,26235,1,1
4,Delivery,1766848879.594357,73975,0,1
1,NewOrder,1766848879.603988,51373,1,1
1,NewOrder,1766848879.604171,33392,3,1
2,Payment,1766848879.633139,17608,2,1
2,Payment,1766848879.637594,16179,3,1
1,NewOrder,1766848879.650777,27359,2,1
2,Payment,1766848879.653797,12757,3,1
2,Payment,1766848879.655461,11041,1,1
2,Payment,1766848879.666530,16708,1,1
2,Payment,1766848879.666564,15271,3,1
1,NewOrder,1766848879.668351,35798,0,1
1,NewOrder,1766848879.678170,17097,2,1
3,OrderStatus,1766848879.681861,3487,3,1
2,Payment,1766848879.683250,9642,1,1
2,Payment,1766848879.685373,11098,3,1
1,NewOrder,1766848879.692934,36590,1,1
2,Payment,1766848879.695299,7319,2,1
3,OrderStatus,1766848879.696494,3668,3,1
2,Payment,1766848879.700197,7878,3,1
2,Payment,1766848879.702644,10828,2,1
2,Payment,1766848879.704175,11130,0,1
1,NewOrder,1766848879.708102,24087,3,1
2,Payment,1766848879.713493,11279,2,1
1,NewOrder,1766848879.715329,27649,0,1
2,Payment,1766848879.724796,8846,2,1
1,NewOrder,1766848879.729556,25712,1,1
1,NewOrder,1766848879.732216,21871,3,1
1,NewOrder,1766848879.733666,31458,2,1
1,NewOrder,1766848879.743005,18989,0,1
2,Payment,1766848879.754118,9022,3,1
1,NewOrder,1766848879.755281,27357,1,1
1,NewOrder,1766848879.762030,22507,0,1
1,NewOrder,1766848879.763151,26828,3,1
5,StockLevel,1766848879.765149,4869,2,1
2,Payment,1766848879.770042,9893,2,1
1,NewOrder,1766848879.779963,38914,2,1
2,Payment,1766848879.782669,23625,1,1
5,StockLevel,1766848879.784579,3725,0,1
3,OrderStatus,1766848879.788334,3707,0,1
1,NewOrder,1766848879.790003,39381,3,1
1,NewOrder,1766848879.792060,35943,0,1
1,NewOrder,1766848879.806338,27303,1,1
1,NewOrder,1766848879.818905,30582,2,1
5,StockLevel,1766848879.828040,2914,0,1
2,Payment,1766848879.829417,9551,3,1
2,Payment,1766848879.830985,7926,0,1
1,NewOrder,1766848879.834078,34395,1,1
1,NewOrder,1766848879.838949,25768,0,1
1,NewOrder,1766848879.838978,23470,3,1
1,NewOrder,1766848879.849517,27197,2,1
2,Payment,1766848879.862474,11066,3,1
1,NewOrder,1766848879.864752,28497,0,1
4,Delivery,1766848879.868501,68376,1,1
1,NewOrder,1766848879.873574,27536,3,1
2,Payment,1766848879.876784,9579,2,1
2,Payment,1766848879.886390,11012,2,1
1,NewOrder,1766848879.893273,21153,0,1
2,Payment,1766848879.897441,8546,2,1
1,NewOrder,1766848879.901308,25511,3,1
2,Payment,1766848879.906010,11320,2,1
2,Payment,1766848879.914451,9260,0,1
2,Payment,1766848879.917349,10641,2,1
2,Payment,1766848879.923760,8532,0,1
1,NewOrder,1766848879.926843,36808,3,1
1,NewOrder,1766848879.928020,22183,2,1
1,NewOrder,1766848879.932318,22462,0,1
1,NewOrder,1766848879.936986,32332,1,1
2,Payment,1766848879.950232,7043,2,1
2,Payment,1766848879.954793,13341,0,1
5,StockLevel,1766848879.957284,3259,2,1
2,Payment,1766848879.960552,15829,2,1
1,NewOrder,1766848879.963661,38056,3,1
5,StockLevel,1766848879.968157,5267,0,1
2,Payment,1766848879.969349,11969,1,1
2,Payment,1766848879.973493,12869,0,1
2,Payment,1766848879.976406,11874,2,1
2,Payment,1766848879.981345,11263,1,1
2,Payment,1766848879.986394,10855,0,1
1,NewOrder,1766848879.988311,33037,2,1
2,Payment,1766848879.992642,10489,1,1
1,NewOrder,1766848879.997275,29979,0,1
4,Delivery,1766848880.001752,78964,3,1
2,Payment,1766848880.003142,14137,1,1
2,Payment,1766848880.017303,10019,1,1
1,NewOrder,1766848880.021372,31061,2,1
1,NewOrder,1766848880.027281,33999,0,1
